participant_id,target_trial,history_trials,history_A,history_B,actual_choice,sampled_output,p_B,predicted_choice,correct,log_loss,brier,model,prompt_tokens,completion_tokens,top_logprobs,surface_forms,label_logprob,history_draw
P028,33,0,0,0,A,B,0.7022865465713289,B,0,1.2116238207531784,0.4932063934950834,deepseek-v4-flash,132,1,"[{'token': 'B', 'logprob': -0.35352257}, {'token': 'A', 'logprob': -1.2117302}, {'token': 'Based', 'logprob': -10.888022}, {'token': 'Let', 'logprob': -10.910249}, {'token': 'The', 'logprob': -11.139789}, {'token': 'Since', 'logprob': -12.227899}, {'token': 'To', 'logprob': -12.264224}, {'token': 'Given', 'logprob': -12.419505}, {'token': 'After', 'logprob': -12.549788}, {'token': 'I', 'logprob': -12.83026}, {'token': 'We', 'logprob': -12.870509}, {'token': 'In', 'logprob': -13.140048}, {'token': 'Sure', 'logprob': -13.1551695}, {'token': ' B', 'logprob': -13.28588}, {'token': 'From', 'logprob': -13.356574}, {'token': 'Both', 'logprob': -13.441611}, {'token': 'This', 'logprob': -13.49265}, {'token': 'If', 'logprob': -13.628608}, {'token': '<｜｜end▁of▁sentence｜｜>', 'logprob': -13.658046}, {'token': 'Option', 'logprob': -13.725961}]","{'A': [-1.2117302], 'B': [-0.35352257, -13.28588]}","{'A': -1.2117302, 'B': -0.3535201514893454}",0
P028,34,0,0,0,A,B,0.7748596357333594,B,0,1.491031230100669,0.6004074550888344,deepseek-v4-flash,53,1,"[{'token': 'B', 'logprob': -0.25508484}, {'token': 'A', 'logprob': -1.491043}, {'token': 'Based', 'logprob': -13.1978035}, {'token': 'The', 'logprob': -13.438673}, {'token': ' B', 'logprob': -13.688684}, {'token': 'Both', 'logprob': -13.695951}, {'token': 'Let', 'logprob': -13.930851}, {'token': ' A', 'logprob': -14.732079}, {'token': 'Since', 'logprob': -14.863152}, {'token': 'I', 'logprob': -15.109251}, {'token': 'Option', 'logprob': -15.368334}, {'token': 'We', 'logprob': -15.378214}, {'token': 'In', 'logprob': -15.436514}, {'token': 'Bet', 'logprob': -15.5243225}, {'token': 'From', 'logprob': -15.539333}, {'token': 'After', 'logprob': -15.546137}, {'token': 'To', 'logprob': -15.669329}, {'token': 'Consider', 'logprob': -15.770912}, {'token': '<｜｜end▁of▁sentence｜｜>', 'logprob': -15.811554}, {'token': 'Given', 'logprob': -15.842798}]","{'A': [-1.491043, -14.732079], 'B': [-0.25508484, -13.688684]}","{'A': -1.4910412238045843, 'B': -0.25508337491880306}",0
P028,35,0,0,0,B,B,0.8434382554480802,B,1,0.17026858009260915,0.024511579857140604,deepseek-v4-flash,69,1,"[{'token': 'B', 'logprob': -0.17027405}, {'token': 'A', 'logprob': -1.8543103}, {'token': 'The', 'logprob': -13.722692}, {'token': ' B', 'logprob': -14.0898485}, {'token': 'Let', 'logprob': -14.251697}, {'token': 'Option', 'logprob': -15.140389}, {'token': 'Based', 'logprob': -15.344417}, {'token': 'I', 'logprob': -15.505347}, {'token': 'Bet', 'logprob': -15.706536}, {'token': ' A', 'logprob': -15.755021}, {'token': 'Both', 'logprob': -15.911605}, {'token': 'Sure', 'logprob': -16.148508}, {'token': 'Since', 'logprob': -16.219957}, {'token': 'From', 'logprob': -16.340012}, {'token': 'To', 'logprob': -16.340656}, {'token': '.', 'logprob': -16.490707}, {'token': 'After', 'logprob': -16.592175}, {'token': 'We', 'logprob': -16.637762}, {'token': 'In', 'logprob': -16.731108}, {'token': 'Consider', 'logprob': -16.779394}]","{'A': [-1.8543103, -15.755021], 'B': [-0.17027405, -14.0898485]}","{'A': -1.8543093816719518, 'B': -0.17027314883268785}",0
P028,36,0,0,0,B,B,0.7276133964202453,B,1,0.31798542071513425,0.07419446180971447,deepseek-v4-flash,53,1,"[{'token': 'B', 'logprob': -0.31799152}, {'token': 'A', 'logprob': -1.3005393}, {'token': ' B', 'logprob': -13.666981}, {'token': 'Let', 'logprob': -14.0773735}, {'token': 'The', 'logprob': -14.2038}, {'token': 'Based', 'logprob': -14.296719}, {'token': ' A', 'logprob': -14.468939}, {'token': 'Option', 'logprob': -14.595812}, {'token': 'Since', 'logprob': -15.123932}, {'token': 'Sure', 'logprob': -15.490709}, {'token': 'If', 'logprob': -15.81221}, {'token': 'Bet', 'logprob': -16.092443}, {'token': 'Given', 'logprob': -16.121843}, {'token': 'To', 'logprob': -16.20848}, {'token': 'I', 'logprob': -16.308912}, {'token': 'After', 'logprob': -16.343224}, {'token': 'Consider', 'logprob': -16.590704}, {'token': 'Both', 'logprob': -16.724499}, {'token': 'We', 'logprob': -16.744059}, {'token': '<｜｜end▁of▁sentence｜｜>', 'logprob': -17.020731}]","{'A': [-1.3005393, -14.468939], 'B': [-0.31799152, -13.666981]}","{'A': -1.3005373899872776, 'B': -0.31798992556366185}",0
P028,38,0,0,0,A,A,0.7240280465439298,B,0,1.2874560363412262,0.524216612182219,deepseek-v4-flash,53,1,"[{'token': 'B', 'logprob': -0.32293963}, {'token': 'A', 'logprob': -1.2874706}, {'token': 'Based', 'logprob': -12.033364}, {'token': 'Let', 'logprob': -13.833129}, {'token': 'The', 'logprob': -14.133525}, {'token': 'I', 'logprob': -14.186387}, {'token': 'Given', 'logprob': -14.376956}, {'token': ' B', 'logprob': -14.642774}, {'token': 'Both', 'logprob': -14.691819}, {'token': 'After', 'logprob': -14.695014}, {'token': 'Since', 'logprob': -14.741759}, {'token': 'If', 'logprob': -14.852735}, {'token': 'Option', 'logprob': -14.928105}, {'token': 'From', 'logprob': -15.085429}, {'token': ' A', 'logprob': -15.478986}, {'token': 'Bet', 'logprob': -15.846171}, {'token': 'In', 'logprob': -15.986859}, {'token': 'Consider', 'logprob': -16.105026}, {'token': 'To', 'logprob': -16.132627}, {'token': 'We', 'logprob': -16.231415}]","{'A': [-1.2874706, -15.478986], 'B': [-0.32293963, -14.642774]}","{'A': -1.2874699134012273, 'B': -0.3229390260863858}",0
P028,39,0,0,0,A,B,0.7785482250710306,B,0,1.5075504336124494,0.6061373387612521,deepseek-v4-flash,64,1,"[{'token': 'B', 'logprob': -0.2504193}, {'token': 'A', 'logprob': -1.5076443}, {'token': 'Let', 'logprob': -10.17107}, {'token': 'Based', 'logprob': -11.132568}, {'token': 'To', 'logprob': -11.768965}, {'token': 'The', 'logprob': -11.895857}, {'token': 'Option', 'logprob': -12.073746}, {'token': 'We', 'logprob': -12.880272}, {'token': 'First', 'logprob': -13.322344}, {'token': 'Both', 'logprob': -13.332018}, {'token': 'Since', 'logprob': -13.553698}, {'token': 'From', 'logprob': -13.782135}, {'token': 'Given', 'logprob': -13.846437}, {'token': ' B', 'logprob': -13.979635}, {'token': 'I', 'logprob': -13.984535}, {'token': '<｜｜end▁of▁sentence｜｜>', 'logprob': -14.186638}, {'token': 'Expected', 'logprob': -14.288368}, {'token': 'After', 'logprob': -14.318087}, {'token': 'Sure', 'logprob': -14.481476}, {'token': 'In', 'logprob': -14.594757}]","{'A': [-1.5076443], 'B': [-0.2504193, -13.979635]}","{'A': -1.5076443, 'B': -0.25041820987288055}",0
P031,24,0,0,0,B,B,0.7371728311031823,B,1,0.3049329080392545,0.06907812071031633,deepseek-v4-flash,53,1,"[{'token': 'B', 'logprob': -0.30495954}, {'token': 'A', 'logprob': -1.3362858}, {'token': 'Based', 'logprob': -12.345408}, {'token': 'The', 'logprob': -12.371858}, {'token': 'Let', 'logprob': -13.13614}, {'token': 'Since', 'logprob': -13.397464}, {'token': 'I', 'logprob': -13.913465}, {'token': 'Both', 'logprob': -13.969888}, {'token': ' B', 'logprob': -14.0612135}, {'token': 'To', 'logprob': -14.124406}, {'token': 'After', 'logprob': -14.363215}, {'token': 'If', 'logprob': -14.520972}, {'token': 'When', 'logprob': -14.561612}, {'token': 'We', 'logprob': -14.671147}, {'token': ' A', 'logprob': -14.673217}, {'token': 'Given', 'logprob': -14.676673}, {'token': 'Bet', 'logprob': -14.83298}, {'token': 'Consider', 'logprob': -14.862882}, {'token': 'From', 'logprob': -14.927506}, {'token': 'For', 'logprob': -15.032573}]","{'A': [-1.3362858, -14.673217], 'B': [-0.30495954, -14.0612135]}","{'A': -1.336284186221133, 'B': -0.3049584789530945}",0
P031,25,0,0,0,A,B,0.664695904517903,B,0,1.0927174112031084,0.44182064548287314,deepseek-v4-flash,53,1,"[{'token': 'B', 'logprob': -0.40843743}, {'token': 'A', 'logprob': -1.0927293}, {'token': 'Based', 'logprob': -13.348661}, {'token': 'Option', 'logprob': -13.653648}, {'token': 'Both', 'logprob': -13.775019}, {'token': 'The', 'logprob': -13.962822}, {'token': 'Let', 'logprob': -14.068804}, {'token': 'After', 'logprob': -14.517427}, {'token': 'I', 'logprob': -14.578491}, {'token': ' B', 'logprob': -14.64135}, {'token': 'Since', 'logprob': -14.910952}, {'token': 'Answer', 'logprob': -14.974134}, {'token': 'C', 'logprob': -15.178125}, {'token': ' A', 'logprob': -15.200056}, {'token': 'Bet', 'logprob': -15.46209}, {'token': 'Choice', 'logprob': -15.53377}, {'token': 'To', 'logprob': -15.675505}, {'token': 'If', 'logprob': -15.69293}, {'token': 'We', 'logprob': -15.796312}, {'token': 'From', 'logprob': -15.978376}]","{'A': [-1.0927293, -15.200056], 'B': [-0.40843743, -14.64135]}","{'A': -1.092728553094431, 'B': -0.40843677124417815}",0
P031,28,0,0,0,A,B,0.801767221996241,B,0,1.6183132923351369,0.6428306782675696,deepseek-v4-flash,64,1,"[{'token': 'B', 'logprob': -0.22095296}, {'token': 'A', 'logprob': -1.61833}, {'token': 'Based', 'logprob': -12.456701}, {'token': 'Let', 'logprob': -12.893333}, {'token': 'The', 'logprob': -13.061724}, {'token': ' B', 'logprob': -14.29995}, {'token': '<｜｜end▁of▁sentence｜｜>', 'logprob': -14.310244}, {'token': 'To', 'logprob': -14.342209}, {'token': 'I', 'logprob': -14.557068}, {'token': 'From', 'logprob': -14.60816}, {'token': 'Since', 'logprob': -14.883644}, {'token': 'Both', 'logprob': -14.926422}, {'token': 'We', 'logprob': -14.935444}, {'token': 'C', 'logprob': -15.040127}, {'token': ' A', 'logprob': -15.044392}, {'token': 'After', 'logprob': -15.167915}, {'token': 'Consider', 'logprob': -15.262993}, {'token': 'Answer', 'logprob': -15.497421}, {'token': 'Given', 'logprob': -15.674744}, {'token': 'Option', 'logprob': -15.877998}]","{'A': [-1.61833, -15.044392], 'B': [-0.22095296, -14.29995]}","{'A': -1.6183285238345404, 'B': -0.220952191632286}",0
P031,32,0,0,0,B,A,0.7122603521177794,B,1,0.3393117713218459,0.08279410496338431,deepseek-v4-flash,65,1,"[{'token': 'B', 'logprob': -0.33931777}, {'token': 'A', 'logprob': -1.2457051}, {'token': ' B', 'logprob': -13.252447}, {'token': ' A', 'logprob': -14.203114}, {'token': 'The', 'logprob': -14.451113}, {'token': 'Based', 'logprob': -14.824381}, {'token': 'Let', 'logprob': -15.178638}, {'token': '<｜｜end▁of▁sentence｜｜>', 'logprob': -15.408436}, {'token': 'Both', 'logprob': -15.519487}, {'token': 'Bet', 'logprob': -15.934391}, {'token': 'Option', 'logprob': -16.051868}, {'token': 'Sure', 'logprob': -16.05545}, {'token': 'Since', 'logprob': -16.177847}, {'token': 'I', 'logprob': -16.283573}, {'token': '.', 'logprob': -16.413698}, {'token': 'C', 'logprob': -16.554344}, {'token': 'After', 'logprob': -16.563093}, {'token': 'To', 'logprob': -16.760445}, {'token': 'If', 'logprob': -16.837753}, {'token': 'E', 'logprob': -16.851189}]","{'A': [-1.2457051, -14.203114], 'B': [-0.33931777, -13.252447]}","{'A': -1.24570274132392, 'B': -0.3393153045358271}",0
P031,34,0,0,0,A,B,0.6325142581802555,B,0,1.0010707588513015,0.40007428680131896,deepseek-v4-flash,53,1,"[{'token': 'B', 'logprob': -0.4580655}, {'token': 'A', 'logprob': -1.0010839}, {'token': 'The', 'logprob': -13.354223}, {'token': 'Based', 'logprob': -13.406124}, {'token': 'Let', 'logprob': -13.656536}, {'token': ' B', 'logprob': -13.661467}, {'token': ' A', 'logprob': -14.122686}, {'token': 'I', 'logprob': -14.377699}, {'token': 'Both', 'logprob': -14.53953}, {'token': 'To', 'logprob': -14.915218}, {'token': 'After', 'logprob': -14.922081}, {'token': 'Answer', 'logprob': -15.030752}, {'token': 'Option', 'logprob': -15.4327755}, {'token': 'Bet', 'logprob': -15.4492855}, {'token': 'Given', 'logprob': -15.467579}, {'token': '<｜｜end▁of▁sentence｜｜>', 'logprob': -15.497515}, {'token': 'From', 'logprob': -15.547348}, {'token': 'If', 'logprob': -15.630344}, {'token': 'Since', 'logprob': -15.630871}, {'token': 'For', 'logprob': -16.02169}]","{'A': [-1.0010839, -14.122686], 'B': [-0.4580655, -13.661467]}","{'A': -1.0010818984788685, 'B': -0.4580636556846295}",0
P031,35,0,0,0,B,B,0.8468772212691084,B,1,0.16619955201671896,0.0234465853662696,deepseek-v4-flash,64,1,"[{'token': 'B', 'logprob': -0.16621204}, {'token': 'A', 'logprob': -1.8765278}, {'token': 'Let', 'logprob': -12.456411}, {'token': 'To', 'logprob': -13.120462}, {'token': 'Based', 'logprob': -13.527988}, {'token': 'The', 'logprob': -13.608221}, {'token': 'Option', 'logprob': -14.576645}, {'token': 'We', 'logprob': -14.607073}, {'token': 'Both', 'logprob': -14.956953}, {'token': ' B', 'logprob': -15.061375}, {'token': 'Given', 'logprob': -15.33194}, {'token': 'Since', 'logprob': -15.425802}, {'token': 'I', 'logprob': -15.512424}, {'token': 'Consider', 'logprob': -15.860018}, {'token': '<｜｜end▁of▁sentence｜｜>', 'logprob': -16.151937}, {'token': 'Bet', 'logprob': -16.248697}, {'token': 'From', 'logprob': -16.309307}, {'token': 'This', 'logprob': -16.475548}, {'token': ' A', 'logprob': -16.495682}, {'token': '.', 'logprob': -16.538698}]","{'A': [-1.8765278, -16.495682], 'B': [-0.16621204, -15.061375]}","{'A': -1.876527352305351, 'B': -0.1662117002864689}",0
P031,38,0,0,0,A,A,0.8216813207533351,B,0,1.7241829965791888,0.6751601928749452,deepseek-v4-flash,64,1,"[{'token': 'B', 'logprob': -0.19646914}, {'token': 'A', 'logprob': -1.7242478}, {'token': 'Let', 'logprob': -10.694579}, {'token': 'Based', 'logprob': -11.052218}, {'token': 'Since', 'logprob': -12.369657}, {'token': 'The', 'logprob': -12.802999}, {'token': 'To', 'logprob': -13.195565}, {'token': 'We', 'logprob': -13.199992}, {'token': 'From', 'logprob': -13.335244}, {'token': 'Given', 'logprob': -13.357919}, {'token': ' B', 'logprob': -13.487348}, {'token': 'I', 'logprob': -13.7808275}, {'token': 'Option', 'logprob': -13.94917}, {'token': 'After', 'logprob': -13.995141}, {'token': 'First', 'logprob': -14.401334}, {'token': 'If', 'logprob': -14.584981}, {'token': 'Consider', 'logprob': -14.607083}, {'token': 'Sure', 'logprob': -14.677693}, {'token': 'In', 'logprob': -14.751473}, {'token': 'Both', 'logprob': -14.844731}]","{'A': [-1.7242478], 'B': [-0.19646914, -13.487348]}","{'A': -1.7242478, 'B': -0.19646745016506426}",0
